formid,exp,geogr,date,stemp,btemp,btime,start,visibility,averagedepth,maxdepth,current,habitat,,
5027360,E,34040105,9/11/2009,0,83,90,13,2,1,NULL,3,1,,
5027464,E,34040105,9/18/2009,0,0,90,15,2,1,NULL,3,1,,
5027583,E,34040105,9/21/2009,81,0,90,13,2,1,NULL,2,1,,
5027855,E,34040105,10/5/2009,83,0,90,14,2,1,NULL,1,1,,
5027858,E,34040105,10/5/2009,83,0,30,16,1,1,NULL,1,1,,
5027929,E,34040105,10/7/2009,83,0,90,13,2,1,NULL,2,1,,
5028211,E,34080023,10/16/2009,83,83,52,15,3,4,NULL,3,9,,
5028212,E,34080009,10/16/2009,83,83,42,16,3,4,NULL,3,9,,
5028232,E,34040105,10/16/2009,84,0,90,13,3,1,NULL,2,1,,
5028423,E,34080004,10/23/2009,83,83,48,7,3,4,NULL,2,2,,
5028424,E,34080003,10/23/2009,83,83,47,15,3,4,NULL,2,1,,
5028446,E,34080097,10/25/2009,83,83,29,11,5,9,NULL,2,10,,
5029072,E,34080095,11/13/2009,80,79,30,12,3,7,NULL,3,4,,
5029090,E,34080095,11/13/2009,0,79,45,12,2,7,NULL,3,3,,
5029147,E,34080095,11/13/2009,0,0,30,12,2,8,NULL,3,4,,
5030053,E,34080095,11/13/2009,0,78,30,12,3,8,NULL,2,4,,
5029073,E,34080094,11/13/2009,80,79,30,15,3,7,NULL,3,4,,
5029094,E,34080094,11/13/2009,0,78,30,15,2,7,NULL,3,3,,
5029148,E,34080094,11/13/2009,0,79,30,15,1,7,NULL,3,4,,
5030054,E,34080094,11/13/2009,0,78,30,15,3,8,NULL,2,2,,
5029071,E,34080010,11/13/2009,80,79,30,10,3,8,NULL,2,10,,
5029089,E,34080010,11/13/2009,0,79,30,10,2,7,NULL,2,10,,
5029146,E,34080010,11/13/2009,0,79,30,10,2,8,NULL,3,10,,
5030052,E,34080010,11/13/2009,0,78,30,10,3,8,NULL,2,10,,
5029074,E,34080001,11/13/2009,80,79,60,16,3,4,NULL,3,2,,
5029095,E,34080001,11/13/2009,0,79,60,17,2,5,NULL,3,3,,
5029150,E,34080001,11/13/2009,0,79,60,16,2,4,NULL,2,2,,
5030055,E,34080001,11/13/2009,0,78,60,16,3,4,NULL,3,2,,
5029097,E,34080097,11/14/2009,0,79,20,10,2,10,NULL,1,10,,
5029138,E,34080097,11/14/2009,79,78,27,11,3,10,NULL,1,10,,
5029151,E,34080097,11/14/2009,0,0,23,10,2,9,NULL,1,10,,
5030023,E,34080097,11/14/2009,0,78,30,10,3,10,NULL,1,10,,
5030059,E,34080097,11/14/2009,79,78,39,10,3,10,NULL,1,10,,
5029102,E,34080096,11/14/2009,0,79,30,14,2,8,NULL,3,2,,
5029135,E,34080096,11/14/2009,79,79,30,15,3,7,NULL,3,4,,
5029153,E,34080096,11/14/2009,0,79,30,14,1,7,NULL,3,4,,
5029934,E,34080096,11/14/2009,0,78,30,14,3,8,NULL,3,4,,
5029100,E,34080023,11/14/2009,0,79,60,12,2,3,NULL,3,3,,
5029137,E,34080023,11/14/2009,80,79,60,12,3,4,NULL,3,2,,
5029152,E,34080023,11/14/2009,0,79,60,11,2,3,NULL,3,2,,
5030025,E,34080023,11/14/2009,0,78,60,11,2,4,NULL,2,2,,
5030060,E,34080023,11/14/2009,80,78,30,12,3,3,NULL,2,1,,
5029104,E,34080008,11/14/2009,0,79,60,16,2,3,NULL,3,3,,
5029136,E,34080008,11/14/2009,80,79,60,16,3,4,NULL,3,2,,
5029154,E,34080008,11/14/2009,0,79,60,16,1,3,NULL,3,2,,
5029939,E,34080008,11/14/2009,0,78,60,16,3,4,NULL,3,2,,
5029354,E,34030030,11/26/2009,79,70,51,11,3,3,NULL,3,2,,
5029353,E,34030009,11/26/2009,79,79,56,21,3,4,NULL,2,2,,
5029688,E,34080008,12/8/2009,79,78,50,15,3,4,NULL,3,2,,
5029862,E,34080003,12/13/2009,78,78,42,16,4,4,NULL,3,2,,
5029883,E,34080097,12/16/2009,77,77,29,10,3,9,NULL,2,10,,
214534,E,34040003,12/26/2009,0,75,40,15,3,7,NULL,2,3,,
214535,E,34040003,12/26/2009,0,76,63,14,3,6,NULL,2,3,,
5030298,E,34080097,12/31/2009,75,74,27,10,3,10,NULL,3,10,,
5030297,E,34080014,12/31/2009,75,74,29,12,3,9,NULL,2,10,,
5020405,N,34030045,1/6/2009,75,0,75,13,3,1,NULL,2,2,,
5020557,N,34080010,1/8/2009,75,75,27,11,2,8,NULL,3,10,,
5020556,N,34060004,1/9/2009,70,75,60,14,3,4,NULL,3,2,,
5020592,N,34040138,1/9/2009,0,69,53,10,3,4,NULL,3,3,,
5020593,N,34040025,1/9/2009,0,70,55,11,3,4,NULL,3,3,,
5020596,N,34040025,1/10/2009,0,74,64,11,3,6,NULL,2,3,,
5020595,N,34040007,1/10/2009,0,74,34,10,3,11,NULL,1,10,,
5021277,N,34030009,1/14/2009,72,72,40,10,2,3,NULL,2,3,,
5021278,N,34030009,1/14/2009,72,72,40,14,3,4,NULL,2,3,,
5022434,N,34030009,1/14/2009,0,70,20,16,4,4,NULL,2,3,,
5021127,N,34050005,2/13/2009,22,22,30,14,1,1,NULL,2,2,,
5021741,N,34030011,3/17/2009,0,75,63,12,3,6,NULL,3,1,,
5021740,N,34030008,3/17/2009,0,75,40,13,3,6,NULL,3,2,,
5028800,N,34050001,4/11/2009,0,68,10,10,3,12,NULL,2,10,,
5023300,N,34080094,5/1/2009,0,74,30,15,3,7,NULL,3,1,,
5023299,N,34080001,5/1/2009,0,75,60,17,3,4,NULL,3,2,,
5023341,N,34030011,5/6/2009,83,78,30,10,4,5,NULL,3,10,,
5023305,N,34030011,5/7/2009,85,78,35,9,5,5,NULL,3,10,,
5023495,N,34030011,5/7/2009,79,0,25,13,1,7,NULL,3,10,,
5023345,N,34030008,5/7/2009,80,73,60,13,5,5,NULL,3,2,,
5023356,N,34030008,5/7/2009,83,79,42,11,4,5,NULL,2,2,,
5023358,N,34030011,5/8/2009,83,79,53,11,4,5,NULL,3,10,,
5023306,N,34030008,5/8/2009,87,79,40,9,5,5,NULL,3,2,,
5023496,N,34030008,5/8/2009,79,0,54,11,1,4,NULL,3,2,,
5015952,N,34030045,5/9/2009,79,0,65,13,3,1,NULL,3,2,,
5023497,N,34030008,5/9/2009,79,0,45,10,2,5,NULL,3,2,,
5023498,N,34030009,5/10/2009,90,0,30,10,3,5,NULL,3,1,,
5023473,N,34030009,5/11/2009,75,75,46,15,3,4,NULL,3,3,,
5023885,N,34030045,5/12/2009,82,0,60,11,3,3,NULL,2,3,,
5023330,N,34030053,5/13/2009,79,75,41,9,2,4,NULL,2,10,,
5023331,N,34030053,5/13/2009,80,78,50,10,2,4,NULL,2,10,,
5023307,N,34030005,5/13/2009,80,70,40,9,2,5,NULL,3,2,,
5023342,N,34030053,5/14/2009,85,79,41,9,4,5,NULL,2,10,,
5026295,N,34030009,5/14/2009,82,82,65,11,6,5,NULL,3,2,,
5023344,N,34030008,5/14/2009,86,78,55,11,4,5,NULL,2,10,,
5023472,N,34030009,5/15/2009,75,75,35,10,3,3,NULL,2,1,,
5025014,N,34030009,5/15/2009,0,79,58,9,3,4,NULL,2,2,,
5023494,N,34030009,5/21/2009,80,70,40,9,2,3,NULL,3,3,,
5023493,N,34030008,5/21/2009,80,75,40,7,2,4,NULL,3,2,,
5025235,N,34040020,5/24/2009,80,80,65,16,4,6,NULL,3,1,,
5025234,N,34040002,5/25/2009,80,80,63,14,4,4,NULL,3,3,,
5023723,N,34080021,5/27/2009,80,75,10,15,1,1,NULL,2,10,,
5023724,N,34080004,5/27/2009,80,75,30,12,4,3,NULL,3,2,,
5028733,N,34050004,5/27/2009,0,84,17,13,3,4,NULL,3,3,,
5028734,N,34050004,5/27/2009,0,84,15,14,3,4,NULL,3,3,,
5028735,N,34050004,5/27/2009,0,84,13,15,3,4,NULL,3,3,,
5028713,N,34050001,5/27/2009,0,80,20,9,4,8,NULL,3,3,,
5028725,N,34050001,5/27/2009,0,80,16,10,4,8,NULL,3,2,,
5028730,N,34050001,5/27/2009,0,84,17,12,3,5,NULL,3,2,,
5024053,N,34030028,5/27/2009,0,0,25,10,4,4,NULL,2,2,,
5025320,N,34040142,5/29/2009,81,81,60,11,4,4,NULL,3,1,,
5023963,N,34030003,5/29/2009,0,0,55,11,4,4,NULL,2,3,,
5024621,N,34040004,5/30/2009,82,82,64,10,3,4,NULL,3,1,,
5024622,N,34040004,5/30/2009,82,82,46,12,3,4,NULL,3,1,,
5023747,N,34030011,5/30/2009,82,76,39,14,4,5,NULL,3,10,,
5023753,N,34030011,5/30/2009,80,80,42,14,3,5,NULL,3,10,,
5023761,N,34030011,5/30/2009,0,78,65,15,4,5,NULL,3,3,,
5023854,N,34030011,5/30/2009,0,79,58,14,3,6,NULL,3,10,,
5023936,N,34030011,5/30/2009,0,0,61,14,3,5,NULL,3,10,,
5023964,N,34030011,5/30/2009,0,0,60,14,4,4,NULL,2,1,,
5023988,N,34030011,5/30/2009,0,79,59,9,4,4,NULL,3,3,,
5024189,N,34030011,5/30/2009,81,80,60,14,3,5,NULL,3,1,,
5023748,N,34030008,5/30/2009,82,76,37,16,4,6,NULL,3,2,,
5023754,N,34030008,5/30/2009,80,80,27,16,3,6,NULL,3,6,,
5023762,N,34030008,5/30/2009,0,72,48,16,3,4,NULL,3,3,,
5023863,N,34030008,5/30/2009,80,75,45,14,4,5,NULL,3,1,,
5023978,N,34030008,5/30/2009,0,0,37,16,3,5,NULL,2,2,,
5024191,N,34030008,5/30/2009,83,82,60,15,3,4,NULL,3,1,,
5023847,N,33020008,5/30/2009,75,75,15,13,4,4,NULL,3,10,,
5023848,N,33020004,5/30/2009,75,75,30,9,3,3,NULL,3,2,,
231240,N,34040201,5/31/2009,0,0,60,16,4,4,NULL,3,10,,
5024049,N,34040001,5/31/2009,0,80,45,14,3,5,NULL,3,1,,
5024050,N,34030009,5/31/2009,0,80,39,17,4,4,NULL,3,2,,
5028756,N,34050013,6/1/2009,0,81,19,10,3,3,NULL,3,9,,
5028758,N,34050013,6/1/2009,0,81,15,11,3,4,NULL,3,3,,
5028736,N,34050001,6/1/2009,0,82,15,9,4,4,NULL,3,3,,
5028737,N,34050001,6/1/2009,0,82,15,10,4,4,NULL,3,3,,
5028743,N,34050001,6/1/2009,0,82,15,22,4,3,NULL,3,3,,
5028745,N,34050001,6/1/2009,0,80,12,24,3,4,NULL,3,3,,
5023812,N,34030014,6/1/2009,0,79,66,9,4,4,NULL,3,3,,
5023825,N,34030014,6/1/2009,0,79,65,9,4,4,NULL,3,3,,
5023838,N,34030014,6/1/2009,0,79,63,9,4,4,NULL,3,3,,
5023849,N,34030014,6/1/2009,0,0,60,10,4,4,NULL,2,10,,
5023853,N,34030014,6/1/2009,80,0,60,10,4,4,NULL,3,1,,
5023860,N,34030014,6/1/2009,80,79,41,9,4,4,NULL,2,1,,
5023861,N,34030014,6/1/2009,0,81,58,10,3,4,NULL,3,10,,
5023865,N,34030014,6/1/2009,81,81,60,9,4,4,NULL,2,1,,
5023983,N,34030014,6/1/2009,0,0,61,9,3,4,NULL,3,10,,
5023987,N,34030014,6/1/2009,0,80,59,9,4,4,NULL,3,3,,
5024055,N,34030014,6/1/2009,0,0,60,7,4,4,NULL,3,1,,
5024170,N,34030014,6/1/2009,0,0,51,9,4,4,NULL,3,3,,
5024208,N,34030014,6/1/2009,80,81,60,10,3,5,NULL,3,10,,
5024221,N,34030014,6/1/2009,84,80,41,9,4,4,NULL,3,1,,
5024319,N,34030014,6/1/2009,78,77,66,9,3,4,NULL,3,10,,
5023813,N,34030013,6/1/2009,0,80,63,23,4,4,NULL,3,3,,
5023830,N,34030013,6/1/2009,0,80,61,11,4,4,NULL,3,3,,
5023867,N,34030013,6/1/2009,0,79,56,11,4,6,NULL,3,1,,
5024033,N,34030013,6/1/2009,80,83,56,11,4,7,NULL,3,1,,
5024103,N,34030013,6/1/2009,0,0,55,11,3,4,NULL,3,10,,
5024207,N,34030013,6/1/2009,80,79,48,10,4,4,NULL,2,1,,
5024222,N,34030013,6/1/2009,84,80,48,11,4,4,NULL,3,1,,
5024322,N,34030013,6/1/2009,78,78,63,11,3,4,NULL,3,1,,
5023855,N,34030009,6/1/2009,79,78,49,14,4,4,NULL,2,1,,
5023858,N,34030009,6/1/2009,79,78,43,15,4,5,NULL,3,1,,
5024223,N,34030009,6/1/2009,83,79,49,14,4,5,NULL,3,3,,
5024288,N,34030009,6/1/2009,88,81,70,12,4,4,NULL,2,1,,
5024051,N,34030004,6/1/2009,0,0,35,10,3,1,NULL,3,1,,
5028747,N,34050013,6/2/2009,0,84,15,10,3,4,NULL,2,3,,
5028752,N,34050013,6/2/2009,0,84,15,11,3,4,NULL,2,1,,
5028755,N,34050013,6/2/2009,0,82,15,12,3,3,NULL,3,3,,
5028779,N,34050013,6/2/2009,0,82,15,13,3,3,NULL,2,3,,
5028751,N,34050004,6/2/2009,0,79,19,8,3,4,NULL,2,1,,
5028753,N,34050004,6/2/2009,0,80,17,9,3,4,NULL,2,1,,
5024321,N,34030009,6/2/2009,0,0,53,9,3,4,NULL,3,2,,
5023894,N,34030008,6/2/2009,0,80,65,15,3,4,NULL,3,3,,
5023896,N,34030008,6/2/2009,0,80,50,16,3,4,NULL,3,3,,
5023897,N,34030008,6/2/2009,0,80,62,15,3,4,NULL,3,3,,
5023898,N,34030008,6/2/2009,80,80,46,14,3,5,NULL,3,2,,
5023902,N,34030008,6/2/2009,80,80,47,15,3,4,NULL,3,2,,
5023981,N,34030008,6/2/2009,80,80,60,14,4,5,NULL,3,2,,
5023984,N,34030008,6/2/2009,80,80,60,16,4,5,NULL,3,2,,
5023989,N,34030008,6/2/2009,0,80,67,16,4,4,NULL,3,3,,
5024028,N,34030008,6/2/2009,80,80,59,14,4,6,NULL,3,1,,
5024032,N,34030008,6/2/2009,80,83,55,14,4,5,NULL,3,1,,
5024034,N,34030008,6/2/2009,81,81,53,15,4,5,NULL,2,1,,
5024194,N,34030008,6/2/2009,0,0,60,14,3,4,NULL,2,1,,
5024196,N,34030008,6/2/2009,84,82,60,15,3,4,NULL,3,1,,
5024199,N,34030008,6/2/2009,83,81,65,14,3,4,NULL,3,1,,
5024225,N,34030008,6/2/2009,84,80,49,14,4,5,NULL,3,1,,
5024226,N,34030008,6/2/2009,82,79,53,15,4,5,NULL,3,1,,
5024261,N,34030008,6/2/2009,84,79,58,14,4,5,NULL,3,3,,
5024262,N,34030008,6/2/2009,0,0,58,15,4,5,NULL,3,3,,
5024315,N,34030008,6/2/2009,0,0,64,14,3,4,NULL,3,2,,
5024316,N,34030008,6/2/2009,0,0,53,15,3,5,NULL,3,2,,
5024324,N,34030008,6/2/2009,80,78,60,14,3,5,NULL,3,8,,
5024325,N,34030008,6/2/2009,80,80,66,16,3,5,NULL,3,1,,
5024276,N,34030011,6/3/2009,81,78,60,19,3,5,NULL,3,10,,
5024281,N,34030011,6/3/2009,81,78,60,21,2,5,NULL,3,10,,
5023938,N,34030009,6/3/2009,0,80,65,10,3,4,NULL,3,3,,
5023939,N,34030009,6/3/2009,0,80,58,11,3,4,NULL,3,3,,
5023985,N,34030009,6/3/2009,80,80,60,11,4,5,NULL,3,2,,
5023990,N,34030009,6/3/2009,0,80,63,21,4,4,NULL,3,3,,
5024030,N,34030009,6/3/2009,80,80,60,10,4,4,NULL,3,1,,
5024035,N,34030009,6/3/2009,81,81,54,10,4,4,NULL,2,1,,
5024038,N,34030009,6/3/2009,80,80,57,11,4,4,NULL,1,1,,
5024039,N,34030009,6/3/2009,80,83,59,11,4,4,NULL,3,1,,
5024198,N,34030009,6/3/2009,82,81,65,9,3,4,NULL,3,1,,
5024209,N,34030009,6/3/2009,80,79,48,9,4,4,NULL,3,2,,
5024227,N,34030009,6/3/2009,84,80,51,11,4,4,NULL,3,1,,
5024263,N,34030009,6/3/2009,0,0,54,9,4,4,NULL,3,1,,
5024264,N,34030009,6/3/2009,0,0,53,11,4,4,NULL,3,1,,
5024318,N,34030009,6/3/2009,80,79,58,14,4,5,NULL,3,3,,
5024327,N,34030009,6/3/2009,80,80,67,9,3,4,NULL,3,1,,
5024328,N,34030009,6/3/2009,0,0,58,11,3,4,NULL,3,2,,
5024330,N,34030009,6/3/2009,80,80,65,11,3,5,NULL,3,1,,
5024052,N,34030005,6/3/2009,0,0,30,11,4,4,NULL,3,3,,
5024113,N,34030028,6/4/2009,0,80,58,11,2,3,NULL,3,3,,
5024202,N,34030028,6/4/2009,84,82,60,11,3,4,NULL,2,1,,
5024287,N,34030028,6/4/2009,81,81,34,10,2,3,NULL,3,2,,
5024337,N,34030028,6/4/2009,80,80,60,11,3,4,NULL,3,1,,
5024685,N,34030023,6/4/2009,83,83,55,11,5,3,NULL,2,1,,
5024040,N,34030005,6/4/2009,81,81,52,9,4,5,NULL,2,1,,
5024111,N,34030005,6/4/2009,0,80,62,10,2,4,NULL,3,3,,
5024201,N,34030005,6/4/2009,83,81,60,9,3,4,NULL,3,1,,
5024228,N,34030005,6/4/2009,84,80,52,9,4,5,NULL,3,3,,
5024265,N,34030005,6/4/2009,0,0,53,9,4,5,NULL,3,1,,
5024266,N,34030005,6/4/2009,0,0,57,11,4,4,NULL,3,1,,
5024283,N,34030005,6/4/2009,81,81,44,9,3,3,NULL,3,2,,
5024334,N,34030005,6/4/2009,79,79,65,9,3,5,NULL,2,1,,
5024336,N,34030005,6/4/2009,0,0,56,9,3,3,NULL,3,2,,
5024339,N,34030014,6/5/2009,80,0,65,12,3,5,NULL,3,1,,
5024338,N,34030013,6/5/2009,80,80,65,9,3,5,NULL,3,1,,
5024149,N,34040112,6/6/2009,82,82,60,11,4,5,NULL,3,1,,
5025321,N,34040024,6/6/2009,82,82,60,7,4,5,NULL,3,3,,
5024623,N,34040004,6/6/2009,82,82,63,10,3,4,NULL,3,1,,
5024624,N,34040004,6/6/2009,82,82,50,12,4,4,NULL,3,1,,
5024063,N,34030045,6/6/2009,0,0,75,16,2,1,NULL,3,2,,
5024341,N,34030009,6/6/2009,80,80,65,10,3,5,NULL,3,1,,
5024343,N,34030009,6/6/2009,80,80,65,11,3,5,NULL,3,1,,
254168,N,34040020,6/7/2009,0,0,40,2,3,4,NULL,2,3,,
254174,N,34040020,6/7/2009,85,81,35,9,3,5,NULL,3,3,,
254190,N,34040020,6/7/2009,0,0,40,14,3,4,NULL,2,3,,
254191,N,34040020,6/7/2009,85,81,35,14,3,5,NULL,2,3,,
254192,N,34040020,6/7/2009,85,81,35,14,3,5,NULL,3,3,,
254193,N,34040020,6/7/2009,85,81,35,13,3,4,NULL,3,3,,
254236,N,34040020,6/7/2009,0,0,30,13,3,4,NULL,3,2,,
254189,N,34050051,6/8/2009,88,80,40,9,3,6,NULL,2,2,,
254230,N,34050051,6/8/2009,6,0,29,9,3,6,NULL,2,3,,
254231,N,34050051,6/8/2009,0,80,29,9,3,6,NULL,2,3,,
254235,N,34050051,6/8/2009,0,81,40,9,3,7,NULL,2,1,,
254234,N,34040034,6/8/2009,0,81,30,14,3,7,NULL,2,0,,
5024291,N,34030009,6/9/2009,88,82,65,15,3,4,NULL,3,1,,
5026290,N,34030009,6/10/2009,82,82,60,14,4,5,NULL,3,2,,
5026293,N,34030009,6/10/2009,82,82,60,16,4,5,NULL,3,2,,
5025100,N,34030009,6/11/2009,82,0,45,10,3,4,NULL,3,1,,
5024412,N,34030007,6/13/2009,0,0,90,11,3,1,NULL,3,2,,
5024414,N,34030007,6/13/2009,0,0,50,14,3,1,NULL,3,2,,
5024521,N,34030004,6/13/2009,0,0,120,11,4,1,NULL,2,1,,
5024442,N,34030083,6/14/2009,0,0,90,7,3,1,NULL,2,2,,
5026299,N,34030071,6/14/2009,83,83,67,17,4,4,NULL,3,1,,
5026294,N,34030038,6/14/2009,83,82,40,10,6,12,NULL,3,10,,
5024522,N,34030031,6/14/2009,0,0,60,15,5,1,NULL,2,1,,
5026298,N,34030011,6/14/2009,83,82,60,14,4,6,NULL,3,1,,
5024488,N,34030009,6/15/2009,0,83,45,15,5,4,NULL,2,3,,
5025710,N,34030014,6/20/2009,84,84,25,14,3,4,NULL,2,10,,
5025712,N,34030013,6/20/2009,84,84,34,15,2,5,NULL,2,10,,
192548,N,34040100,6/22/2009,84,81,25,14,5,9,NULL,2,10,,
192550,N,34040100,6/22/2009,84,81,25,14,5,9,NULL,2,10,,
192551,N,34040100,6/22/2009,84,81,20,14,5,9,NULL,2,10,,
192552,N,34040100,6/22/2009,84,81,25,14,5,9,NULL,2,10,,
192553,N,34040100,6/22/2009,84,80,25,14,5,9,NULL,2,10,,
192567,N,34040100,6/22/2009,84,80,25,14,5,9,NULL,2,10,,
192573,N,34040100,6/22/2009,84,80,25,14,5,9,NULL,2,10,,
192574,N,34040100,6/22/2009,84,81,25,14,5,9,NULL,2,10,,
192575,N,34040100,6/22/2009,84,81,25,14,5,9,NULL,2,10,,
5025465,N,34040134,6/26/2009,0,82,30,10,3,10,NULL,3,6,,
5026430,N,34040112,6/26/2009,0,84,65,11,4,4,NULL,3,2,,
5025467,N,34030071,6/27/2009,0,84,66,12,3,4,NULL,3,6,,
5024883,N,34030045,6/27/2009,0,0,75,18,3,1,NULL,3,2,,
5025607,N,34030009,6/27/2009,0,84,66,10,3,4,NULL,3,1,,
5024900,N,34030045,6/28/2009,0,0,75,13,3,1,NULL,3,2,,
5028780,N,34050001,6/29/2009,0,82,15,9,3,4,NULL,2,3,,
5028781,N,34050001,6/29/2009,0,84,15,10,3,3,NULL,2,3,,
5028782,N,34050001,6/29/2009,0,86,15,11,3,3,NULL,3,8,,
5028783,N,34050001,6/29/2009,0,84,15,12,3,4,NULL,3,3,,
5028784,N,34050001,6/29/2009,0,84,15,13,3,5,NULL,3,3,,
5028785,N,34080066,7/2/2009,0,86,15,10,2,3,NULL,3,2,,
5028786,N,34080066,7/2/2009,0,86,15,11,2,4,NULL,3,8,,
5028788,N,34080066,7/2/2009,0,80,15,13,3,8,NULL,3,2,,
5028789,N,34080066,7/2/2009,0,84,15,14,2,5,NULL,3,3,,
5025285,N,34080021,7/2/2009,0,0,60,17,2,4,NULL,3,10,,
5028727,N,34050001,7/2/2009,0,85,27,11,2,4,NULL,3,3,,
5028728,N,34050001,7/2/2009,0,80,40,13,3,8,NULL,3,2,,
5028787,N,34050001,7/2/2009,0,82,15,12,2,4,NULL,3,3,,
5025993,N,34080097,7/3/2009,0,0,28,10,2,9,NULL,2,10,,
5025333,N,34080023,7/3/2009,0,78,45,11,2,3,NULL,2,1,,
5025994,N,34080023,7/3/2009,0,0,60,11,2,3,NULL,3,2,,
5025101,N,34040001,7/3/2009,82,80,64,11,3,4,NULL,3,1,,
5025206,N,34040001,7/3/2009,84,84,65,12,3,4,NULL,3,3,,
5025205,N,34030038,7/3/2009,84,84,30,10,2,10,NULL,2,10,,
5025621,N,34030038,7/3/2009,0,79,32,10,2,8,NULL,2,10,,
5025623,N,34030011,7/3/2009,0,80,67,12,3,4,NULL,2,1,,
5025078,N,34030083,7/4/2009,0,0,85,7,2,1,NULL,3,1,,
5025104,N,34030083,7/5/2009,0,0,90,11,2,1,NULL,3,1,,
5025105,N,34030083,7/5/2009,0,0,90,14,2,1,NULL,3,1,,
5025186,N,34030071,7/5/2009,84,83,65,16,3,4,NULL,3,3,,
5025123,N,34030043,7/5/2009,86,84,57,22,3,5,NULL,3,3,,
5025399,N,34030033,7/5/2009,86,84,55,11,4,4,NULL,3,3,,
5025183,N,34030030,7/5/2009,84,84,60,14,3,4,NULL,3,3,,
5028750,N,34080008,7/6/2009,0,85,30,14,3,4,NULL,3,2,,
5028754,N,34080008,7/6/2009,0,84,15,15,3,3,NULL,2,3,,
5028790,N,34080008,7/6/2009,0,87,15,10,3,4,NULL,3,2,,
5028792,N,34080008,7/6/2009,0,86,15,11,3,2,NULL,2,9,,
5028793,N,34080008,7/6/2009,0,86,15,12,3,4,NULL,2,2,,
5028794,N,34080008,7/6/2009,0,87,20,13,3,4,NULL,3,2,,
5028795,N,34080008,7/6/2009,0,86,15,14,3,3,NULL,2,2,,
5028748,N,34080004,7/6/2009,0,87,19,12,3,2,NULL,3,9,,
5028749,N,34080004,7/6/2009,0,85,26,13,2,4,NULL,3,3,,
5028729,N,34050001,7/6/2009,0,86,27,10,3,4,NULL,3,2,,
5027424,N,34040034,7/6/2009,0,0,30,13,2,5,NULL,3,3,,
5028757,N,34080008,7/7/2009,0,86,15,10,3,3,NULL,2,2,,
5028759,N,34080008,7/7/2009,0,85,15,12,2,4,NULL,3,1,,
5028922,N,34080008,7/7/2009,0,86,15,13,3,4,NULL,3,1,,
5028924,N,34080008,7/7/2009,0,85,15,14,2,4,NULL,2,1,,
5028796,N,34080008,7/8/2009,0,82,15,10,2,8,NULL,1,4,,
5028801,N,34080008,7/8/2009,0,86,15,15,2,4,NULL,2,8,,
5028926,N,34080008,7/8/2009,0,85,15,13,2,4,NULL,3,1,,
5028797,N,34080004,7/8/2009,0,86,15,13,3,5,NULL,2,3,,
5028799,N,34080004,7/8/2009,0,86,15,14,2,3,NULL,2,1,,
5028927,N,34080004,7/8/2009,0,85,20,14,2,5,NULL,3,3,,
5028802,N,34080001,7/9/2009,0,87,16,10,2,3,NULL,3,2,,
5028803,N,34080001,7/9/2009,0,82,15,11,2,9,NULL,2,4,,
5028806,N,34080001,7/9/2009,0,86,15,12,2,5,NULL,2,3,,
5028865,N,34080001,7/9/2009,0,86,15,13,2,5,NULL,2,3,,
5028866,N,34080001,7/9/2009,0,87,15,14,2,3,NULL,2,9,,
5028867,N,34080001,7/9/2009,0,87,15,7,2,2,NULL,2,9,,
5025548,N,34060011,7/9/2009,88,84,53,11,2,3,NULL,3,3,,
5025549,N,34060006,7/9/2009,90,86,135,12,2,3,NULL,3,3,,
5025222,N,33020029,7/9/2009,0,0,150,9,2,1,NULL,2,8,,
5028870,N,34080008,7/10/2009,0,89,15,12,2,3,NULL,3,2,,
5028868,N,34080002,7/10/2009,0,87,10,10,2,3,NULL,3,3,,
5028869,N,34080002,7/10/2009,0,87,10,11,2,3,NULL,2,3,,
5028871,N,34080001,7/10/2009,0,89,17,13,2,3,NULL,3,2,,
5025252,N,34030045,7/11/2009,0,0,75,13,2,1,NULL,1,1,,
5025328,N,34030011,7/11/2009,84,84,62,10,4,6,NULL,3,10,,
5025624,N,34030011,7/11/2009,0,84,62,10,3,5,NULL,2,1,,
5025330,N,34030008,7/11/2009,84,84,61,12,4,5,NULL,2,2,,
5025625,N,34030008,7/11/2009,0,86,66,12,3,5,NULL,3,3,,
5025339,N,34030045,7/12/2009,0,0,75,13,2,1,NULL,3,1,,
5025434,N,34030031,7/14/2009,84,78,40,9,4,4,NULL,3,6,,
5028872,N,34030009,7/15/2009,0,84,15,10,4,9,NULL,2,4,,
5028873,N,34030009,7/15/2009,0,84,15,11,4,6,NULL,2,4,,
5028875,N,34030009,7/15/2009,0,86,15,12,4,4,NULL,3,2,,
5028876,N,34030009,7/15/2009,0,84,15,14,4,2,NULL,2,9,,
254903,N,34030008,7/15/2009,0,0,45,9,3,4,NULL,2,1,,
254904,N,34030008,7/15/2009,84,0,45,9,3,4,NULL,2,2,,
254905,N,34030008,7/15/2009,0,0,45,9,3,4,NULL,2,2,,
254906,N,34030008,7/15/2009,82,82,45,9,4,5,NULL,2,2,,
254907,N,34030008,7/15/2009,82,0,45,9,3,1,NULL,2,2,,
254908,N,34030008,7/15/2009,82,82,30,10,4,5,NULL,2,10,,
254909,N,34030008,7/15/2009,82,0,45,9,4,1,NULL,2,2,,
254910,N,34030008,7/15/2009,84,82,45,9,3,4,NULL,2,2,,
5028932,N,34030006,7/15/2009,0,85,17,12,3,4,NULL,3,2,,
